"Time","sensor_frame_a1.angles[3]","sensor_world1.r[2]","sensor_world2.z[1]","sensor_frame_a2.w[2]","sensor_frame_a2.v[3]","sensor_frame_a1.r[3]","sensor_frame_a2.angles[1]","sensor_world1.r[3]","sensor_world2.z[3]","sensor_world2.r[1]","sensor_world2.v[1]","sensor_world1.w[3]","sensor_world1.angles[3]","sensor_frame_a1.w[3]","sensor_frame_a2.w[3]","sensor_frame_a2.w[1]","sensor_world1.z[3]","sensor_frame_a2.v[2]","sensor_frame_a2.angles[3]","sensor_world1.w[1]","sensor_world2.w[3]","sensor_frame_a1.w[2]","sensor_frame_a1.a[3]","sensor_world2.a[3]","sensor_frame_a2.r[2]","sensor_world1.v[3]","sensor_world1.v[1]","sensor_frame_a1.a[1]","sensor_frame_a2.angles[2]","sensor_world2.r[3]","sensor_world1.angles[1]","sensor_frame_a1.z[1]","sensor_world1.z[1]","sensor_frame_a1.z[2]","sensor_frame_a2.r[1]","sensor_world1.z[2]","sensor_frame_a2.v[1]","sensor_world2.angles[3]","sensor_frame_a2.a[1]","sensor_world2.a[1]","sensor_frame_a2.z[1]","sensor_world2.angles[1]","sensor_world1.r[1]","sensor_frame_a2.a[2]","sensor_world1.a[3]","sensor_frame_a1.a[2]","sensor_frame_a1.r[1]","sensor_frame_a1.v[1]","sensor_frame_a1.r[2]","sensor_frame_a2.z[3]","sensor_world2.v[3]","sensor_world2.angles[2]","sensor_world1.a[1]","sensor_world1.angles[2]","sensor_world1.a[2]","sensor_world2.w[1]","sensor_frame_a1.z[3]","sensor_world2.w[2]","sensor_world2.z[2]","sensor_world2.a[2]","sensor_frame_a1.w[1]","sensor_frame_a1.angles[1]","sensor_frame_a1.v[3]","sensor_world2.v[2]","sensor_frame_a2.r[3]","sensor_frame_a1.v[2]","sensor_frame_a2.z[2]","sensor_world1.w[2]","sensor_world2.r[2]","sensor_frame_a1.angles[2]","sensor_frame_a2.a[3]","sensor_world1.v[2]"
0.0099999998,-0.00036750679,-0.00073503173,7.3513708,-2.7012913e-05,2.7012913e-05,1,0.00036752495,0.99999994,-7.3490067,0.99999982,-8.1038554e-05,-0.073499531,-0.00036750679,-0.073499523,-0.073499523,0.073506311,-7.3490067,-0.14700584,-0.00036750679,0.073506303,-0.073499531,-2.7012913e-05,-0.0027022345,-0.0081049902,0,-2.7015403e-05,-8.1038554e-05,-0.018908482,-1.3506792e-07,0.99999994,0.00036752495,7.3513732,7.3513708,-0.0081036221,1,-0.0081043588,-2.7012913e-05,-0.00036750679,-0.018908482,-0.024310969,7.3513732,0.00036752495,0.99999982,-14.700377,-0.0081049902,-14.700377,1,-2.7012913e-05,0,-7.3490043,-2.7015403e-05,-1.3506792e-07,-0.024310969,-1.3506792e-07,-14.700367,0.073506303,-7.3490043,-2.7014068e-05,-0.0081043588,-14.700367,0.073506311,0.00036752495,2.7012913e-05,-0.14700581,1,-0.14700584,-0.0081036221,-2.7014068e-05,-0.00073503173,-1.3506792e-07,-0.0027022345,-0.14700581
0.011,-0.00044467862,-0.00088938756,7.3518968,-3.5953723e-05,3.5953723e-05,1,0.00044470894,0.99999988,-7.3484378,0.9999997,-0.00010786101,-0.080847755,-0.00044467862,-0.080847748,-0.080847748,0.080858439,-7.3484378,-0.16170619,-0.00044467862,0.080858432,-0.080847755,-3.5953723e-05,-0.003270173,-0.0098075429,0,-3.5958474e-05,-0.00010786101,-0.022878721,-1.9775257e-07,0.99999988,0.00044470894,7.3519006,7.3518968,-0.0098051392,1,-0.009806456,-3.5953723e-05,-0.00044467862,-0.022878721,-0.029415643,7.3519006,0.00044470894,0.9999997,-14.700335,-0.0098075429,-14.700335,1,-3.5953723e-05,0,-7.348434,-3.5958474e-05,-1.9775257e-07,-0.029415643,-1.9775257e-07,-14.70032,0.080858432,-7.348434,-3.5956022e-05,-0.009806456,-14.70032,0.080858439,0.00044470894,3.5953723e-05,-0.16170616,1,-0.16170619,-0.0098051392,-3.5956022e-05,-0.00088938756,-1.9775257e-07,-0.003270173,-0.16170616
0.012,-0.00052919902,-0.0010584438,7.3525944,-4.6676989e-05,4.6676989e-05,1,0.00052924472,0.99999988,-7.3476963,0.99999958,-0.00014003113,-0.088195466,-0.00052919902,-0.088195458,-0.088195458,0.088211045,-7.3476963,-0.1764065,-0.00052919902,0.088211037,-0.088195466,-4.6676989e-05,-0.0038924608,-0.011672513,-1.0842022e-19,-4.6685236e-05,-0.00014003113,-0.027226796,-2.8007582e-07,0.99999988,0.00052924472,7.3525996,7.3525944,-0.011668543,1,-0.011670802,-4.6676989e-05,-0.00052919902,-0.027226796,-0.035006173,7.3525996,0.00052924472,0.99999958,-14.700291,-0.011672513,-14.700291,1,-4.6676989e-05,-1.0842022e-19,-7.3476911,-4.6685236e-05,-2.8007582e-07,-0.035006173,-2.8007582e-07,-14.700271,0.088211037,-7.3476911,-4.6681202e-05,-0.011670802,-14.700271,0.088211045,0.00052924472,4.6676989e-05,-0.17640646,1,-0.1764065,-0.011668543,-4.6681202e-05,-0.0010584438,-2.8007582e-07,-0.0038924608,-0.17640646
0.013,-0.00062106631,-0.0012422003,7.3534956,-5.9344573e-05,5.9344573e-05,1,0.00062113383,0.99999982,-7.3467512,0.9999994,-0.00017803456,-0.095542312,-0.00062106631,-0.095542289,-0.095542289,0.095564477,-7.3467512,-0.19110677,-0.00062106631,0.095564462,-0.095542312,-5.9344573e-05,-0.0045692562,-0.013700077,0,-5.9358339e-05,-0.00017803456,-0.031952549,-3.8576542e-07,0.99999982,0.00062113383,7.3535028,7.3534956,-0.013693766,1,-0.013697463,-5.9344573e-05,-0.00062106631,-0.031952549,-0.041082367,7.3535028,0.00062113383,0.9999994,-14.700247,-0.013700077,-14.700247,1,-5.9344573e-05,0,-7.3467441,-5.9358339e-05,-3.8576542e-07,-0.041082367,-3.8576542e-07,-14.700218,0.095564462,-7.3467441,-5.9351889e-05,-0.013697463,-14.700218,0.095564477,0.00062113383,5.9344573e-05,-0.19110669,1,-0.19110677,-0.013693766,-5.9351889e-05,-0.0012422003,-3.8576542e-07,-0.0045692562,-0.19110669
0.014,-0.00072027813,-0.0014406568,7.3546343,-7.4118136e-05,7.4118136e-05,1,0.00072037871,0.99999976,-7.3455672,0.99999923,-0.00022235641,-0.10288772,-0.00072027813,-0.1028877,-0.1028877,0.1029193,-7.3455672,-0.20580699,-0.00072027813,0.10291927,-0.10288772,-7.4118136e-05,-0.0053007961,-0.015890509,-1.0842022e-19,-7.414088e-05,-0.00022235641,-0.037055735,-5.1887321e-07,0.99999976,0.00072037871,7.3546438,7.3546343,-0.015880721,1,-0.015886519,-7.4118136e-05,-0.00072027813,-0.037055735,-0.047643952,7.3546438,0.00072037871,0.99999923,-14.700201,-0.015890509,-14.700201,1,-7.4118136e-05,-1.0842022e-19,-7.3455577,-7.414088e-05,-5.1887321e-07,-0.047643952,-5.1887321e-07,-14.700163,0.10291927,-7.3455577,-7.4130527e-05,-0.015886519,-14.700163,0.1029193,0.00072037871,7.4118136e-05,-0.20580688,1,-0.20580699,-0.015880721,-7.4130527e-05,-0.0014406568,-5.1887321e-07,-0.0053007961,-0.20580688
0.015,-0.0008268361,-0.0016538138,7.3560495,-9.1159491e-05,9.1159491e-05,1,0.00082697754,0.99999964,-7.3441052,0.99999899,-0.00027348279,-0.11023211,-0.0008268361,-0.11023206,-0.11023206,0.1102751,-7.3441052,-0.22050717,-0.0008268361,0.11027507,-0.11023211,-9.1159491e-05,-0.0060871951,-0.018243894,0,-9.1195056e-05,-0.00027348279,-0.042536233,-6.8377517e-07,0.99999964,0.00082697754,7.3560619,7.3560495,-0.018229265,1,-0.018238112,-9.1159491e-05,-0.0008268361,-0.042536233,-0.05469083,7.3560619,0.00082697754,0.99999899,-14.700154,-0.018243894,-14.700154,1,-9.1159491e-05,0,-7.3440928,-9.1195056e-05,-6.8377517e-07,-0.05469083,-6.8377517e-07,-14.700105,0.11027507,-7.3440928,-9.1179456e-05,-0.018238112,-14.700105,0.1102751,0.00082697754,9.1159491e-05,-0.22050701,1,-0.22050717,-0.018229265,-9.1179456e-05,-0.0016538138,-6.8377517e-07,-0.0060871951,-0.22050701
0.016000001,-0.00094073697,-0.0018816707,7.3577809,-0.00011063009,0.00011063009,1,0.00094093359,0.99999958,-7.3423257,0.99999869,-0.00033189831,-0.11757477,-0.00094073697,-0.11757472,-0.11757472,0.11763258,-7.3423257,-0.2352073,-0.00094073697,0.11763252,-0.11757477,-0.00011063009,-0.0069287918,-0.020760618,-3.2526065e-19,-0.00011068447,-0.00033189831,-0.048393708,-8.8517157e-07,0.99999958,0.00094093359,7.3577971,7.3577809,-0.020739261,1,-0.020752372,-0.00011063009,-0.00094073697,-0.048393708,-0.062222611,7.3577971,0.00094093359,0.99999869,-14.700107,-0.020760618,-14.700107,1,-0.00011063009,-3.2526065e-19,-7.3423095,-0.00011068447,-8.8517157e-07,-0.062222611,-8.8517157e-07,-14.700042,0.11763252,-7.3423095,-0.00011066135,-0.020752372,-14.700042,0.11763258,0.00094093359,0.00011063009,-0.2352071,1,-0.2352073,-0.020739261,-0.00011066135,-0.0018816707,-8.8517157e-07,-0.0069287918,-0.2352071
0.017000001,-0.0010619786,-0.0021242278,7.3598719,-0.00013269122,0.00013269122,1,0.0010622488,0.99999946,-7.3401856,0.99999833,-0.00039808755,-0.12491533,-0.0010619786,-0.12491526,-0.12491526,0.12499212,-7.3401856,-0.24990737,-0.0010619786,0.12499205,-0.12491533,-0.00013269122,-0.0078259408,-0.023441061,-2.1684043e-19,-0.00013277278,-0.00039808755,-0.054627791,-1.1280864e-06,0.99999946,0.0010622488,7.3598928,7.3598719,-0.023410529,1,-0.023429476,-0.00013269122,-0.0010619786,-0.054627791,-0.070238896,7.3598928,0.0010622488,0.99999833,-14.700058,-0.023441061,-14.700058,1,-0.00013269122,-2.1684043e-19,-7.3401647,-0.00013277278,-1.1280864e-06,-0.070238896,-1.1280864e-06,-14.699975,0.12499205,-7.3401647,-0.00013273902,-0.023429476,-14.699975,0.12499212,0.0010622488,0.00013269122,-0.24990709,1,-0.24990737,-0.023410529,-0.00013273902,-0.0021242278,-1.1280864e-06,-0.0078259408,-0.24990709
0.017999999,-0.0011905619,-0.0023814847,7.3623691,-0.00015750427,0.00015750427,1,0.0011909226,0.99999928,-7.3376374,0.99999785,-0.00047253582,-0.13225394,-0.0011905619,-0.13225384,-0.13225384,0.13235356,-7.3376374,-0.2646074,-0.0011905619,0.13235347,-0.13225394,-0.00015750427,-0.0087789288,-0.026285499,-2.1684043e-19,-0.00015762291,-0.00047253582,-0.061238203,-1.4178684e-06,0.99999928,0.0011909226,7.3623953,7.3623691,-0.02624283,1,-0.026269659,-0.00015750427,-0.0011905619,-0.061238203,-0.078739412,7.3623953,0.0011909226,0.99999785,-14.700006,-0.026285499,-14.700006,1,-0.00015750427,-2.1684043e-19,-7.3376112,-0.00015762291,-1.4178684e-06,-0.078739412,-1.4178684e-06,-14.699903,0.13235347,-7.3376112,-0.00015757518,-0.026269659,-14.699903,0.13235356,0.0011909226,0.00015750427,-0.26460704,1,-0.2646074,-0.02624283,-0.00015757518,-0.0023814847,-1.4178684e-06,-0.0087789288,-0.26460704
0.018999999,-0.0013264796,-0.0026534416,7.3653188,-0.00018522979,0.00018522979,1,0.0013269617,0.99999911,-7.3346348,0.99999738,-0.00055572536,-0.13958931,-0.0013264796,-0.13958919,-0.13958919,0.13971819,-7.3346348,-0.2793074,-0.0013264796,0.13971807,-0.13958931,-0.00018522979,-0.0097884238,-0.029294701,-2.1684043e-19,-0.0001854008,-0.00055572536,-0.068224266,-1.7601897e-06,0.99999911,0.0013269617,7.3653512,7.3653188,-0.029235935,1,-0.029273143,-0.00018522979,-0.0013264796,-0.068224266,-0.087723367,7.3653512,0.0013269617,0.99999738,-14.699953,-0.029294701,-14.699953,1,-0.00018522979,-2.1684043e-19,-7.3346024,-0.0001854008,-1.7601897e-06,-0.087723367,-1.7601897e-06,-14.699824,0.13971807,-7.3346024,-0.00018533344,-0.029273143,-14.699824,0.13971819,0.0013269617,0.00018522979,-0.27930689,1,-0.2793074,-0.029235935,-0.00018533344,-0.0026534416,-1.7601897e-06,-0.0097884238,-0.27930689
0.02,-0.0014697342,-0.0029400983,7.3687739,-0.00021602886,0.00021602886,1,0.0014703637,0.99999893,-7.3311238,0.99999678,-0.00064814155,-0.14692195,-0.0014697342,-0.1469218,-0.1469218,0.14708552,-7.3311238,-0.2940073,-0.0014697342,0.14708537,-0.14692195,-0.00021602886,-0.010854771,-0.032468971,2.1684043e-19,-0.00021626936,-0.00064814155,-0.075585626,-2.161047e-06,0.99999893,0.0014703637,7.368814,7.3687739,-0.032389496,1,-0.032440275,-0.00021602886,-0.0014697342,-0.075585626,-0.097190455,7.368814,0.0014703637,0.99999678,-14.699898,-0.032468971,-14.699898,1,-0.00021602886,2.1684043e-19,-7.3310843,-0.00021626936,-2.161047e-06,-0.097190455,-2.161047e-06,-14.699739,0.14708537,-7.3310843,-0.00021617678,-0.032440275,-14.699739,0.14708552,0.0014703637,0.00021602886,-0.29400668,1,-0.2940073,-0.032389496,-0.00021617678,-0.0029400983,-2.161047e-06,-0.010854771,-0.29400668
0.021,-0.001620315,-0.0032414549,7.372786,-0.00025006133,0.00025006133,1,0.0016211391,0.99999869,-7.3270545,0.99999607,-0.00075026433,-0.15425025,-0.001620315,-0.15425006,-0.15425006,0.15445714,-7.3270545,-0.30870718,-0.001620315,0.15445693,-0.15425025,-0.00025006133,-0.011978883,-0.035809375,0,-0.00025039673,-0.00075026433,-0.083321363,-2.6267608e-06,0.99999869,0.0016211391,7.3728342,7.372786,-0.035703205,1,-0.035771344,-0.00025006133,-0.001620315,-0.083321363,-0.10713959,7.3728342,0.0016211391,0.99999607,-14.699841,-0.035809375,-14.699841,1,-0.00025006133,0,-7.3270063,-0.00025039673,-2.6267608e-06,-0.10713959,-2.6267608e-06,-14.699648,0.15445693,-7.3270063,-0.00025026943,-0.035771344,-14.699648,0.15445714,0.0016211391,0.00025006133,-0.30870637,1,-0.30870718,-0.035703205,-0.00025026943,-0.0032414549,-2.6267608e-06,-0.011978883,-0.30870637
0.022,-0.0017782243,-0.0035575109,7.3774128,-0.00028748764,0.00028748764,1,0.0017792858,0.99999839,-7.3223677,0.99999523,-0.00086257793,-0.16157457,-0.0017782243,-0.16157432,-0.16157432,0.16183268,-7.3223677,-0.32340699,-0.0017782243,0.16183242,-0.16157457,-0.00028748764,-0.013161301,-0.03931642,-2.1684043e-19,-0.0002879469,-0.00086257793,-0.091430947,-3.1639759e-06,0.99999839,0.0017792858,7.377471,7.3774128,-0.039176602,1,-0.039266817,-0.00028748764,-0.0017782243,-0.091430947,-0.11757025,7.377471,0.0017792858,0.99999523,-14.69978,-0.03931642,-14.69978,1,-0.00028748764,-2.1684043e-19,-7.3223095,-0.0002879469,-3.1639759e-06,-0.11757025,-3.1639759e-06,-14.699548,0.16183242,-7.3223095,-0.0002877751,-0.039266817,-14.699548,0.16183268,0.0017792858,0.00028748764,-0.32340598,1,-0.32340699,-0.039176602,-0.0002877751,-0.0035575109,-3.1639759e-06,-0.013161301,-0.32340598
